age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
34,2,21381,8,5,2,3,0,4,1,0,0,42,38,1
31,2,6306,12,13,2,4,0,4,1,114,0,39,38,1
14,4,16406,9,14,2,8,0,4,1,0,55,68,38,1
35,0,9271,12,13,2,9,0,4,1,100,0,38,38,1
19,1,1396,13,9,2,0,5,4,0,0,0,39,38,1
17,3,22892,10,8,2,12,0,4,1,0,0,72,25,1
33,2,24431,9,12,2,3,0,4,1,0,0,49,38,1
29,2,11086,9,11,2,1,0,4,1,0,0,44,38,1
31,2,4221,8,9,2,3,3,4,0,0,0,46,38,1
15,2,17373,9,12,2,3,0,4,1,0,0,41,38,1
27,2,16183,9,12,3,9,0,4,1,0,0,39,38,1
28,1,17220,10,11,2,1,0,4,1,102,0,41,38,1
34,0,456,9,10,2,7,0,3,1,0,0,42,38,1
18,2,13842,8,10,1,3,4,4,0,0,0,41,38,1
19,1,2240,10,12,2,6,0,4,0,108,0,64,38,1
28,4,384,10,9,2,3,0,4,1,0,0,45,38,1
28,2,4969,10,8,2,3,0,4,1,0,0,39,38,1
21,2,17193,9,12,2,3,0,4,1,0,0,39,38,1
20,2,21346,11,8,2,1,0,4,1,0,0,38,38,1
19,2,4516,7,10,2,2,0,4,1,0,0,42,38,1
45,1,13948,9,9,3,10,4,4,0,92,0,36,38,1
11,2,5033,10,8,3,12,2,4,1,0,0,45,32,1
29,3,14814,12,13,2,6,1,4,0,79,0,39,38,1
37,2,24256,12,13,2,5,0,4,1,113,0,37,38,1
35,2,10120,11,12,3,8,1,4,0,0,22,52,38,1
38,2,16518,12,13,2,3,0,4,1,0,0,39,38,1
14,2,5366,9,12,2,9,4,4,0,0,0,41,38,1
46,3,13560,10,14,2,2,0,4,1,117,0,39,38,1
33,2,6688,9,11,2,8,0,4,1,0,0,69,38,1
12,2,18660,10,9,2,4,0,4,1,0,0,43,38,1
32,2,9616,14,8,2,2,0,4,1,0,0,39,38,1
26,2,12221,9,10,2,10,0,4,1,0,0,43,38,1
31,2,4244,9,12,1,5,0,4,1,0,0,42,38,1
35,2,18500,11,13,2,3,0,4,1,109,0,49,38,1
33,2,7863,11,10,2,11,0,2,1,96,0,55,38,1
29,2,9523,11,12,2,7,0,4,1,0,0,45,38,1
21,4,10686,9,12,2,8,0,4,1,0,0,39,38,1
23,1,12621,14,8,2,7,0,4,1,0,0,42,38,1
21,2,1511,9,11,2,11,4,4,0,0,0,8,38,1
22,1,13392,7,11,3,9,0,4,1,0,0,39,38,1
33,1,18687,11,9,2,2,0,3,1,0,0,44,38,1
36,2,10314,12,8,2,1,2,4,0,0,0,48,38,1
35,2,21693,8,10,1,9,0,4,0,108,0,39,38,1
18,1,26176,12,13,2,7,0,3,1,0,0,39,38,1
25,2,10036,11,11,2,6,0,4,1,96,0,54,38,1
25,2,25715,10,12,2,10,0,4,1,107,0,66,38,1
32,1,4935,8,7,4,6,2,4,1,0,65,39,38,1
21,1,19942,7,11,2,9,0,4,1,0,0,53,38,1
27,3,988,10,12,2,5,0,4,1,0,25,56,38,1
27,2,16454,13,11,3,6,0,3,1,0,0,39,38,1
32,2,22511,9,10,2,8,0,2,1,0,0,45,25,1
31,2,25255,10,9,2,8,0,4,1,0,0,39,38,1
26,2,25045,10,8,2,2,0,3,1,0,0,63,38,1
39,2,5243,10,9,2,4,0,4,1,65,0,45,38,1
25,2,3513,9,11,2,8,0,4,0,0,0,53,37,1
31,2,16964,11,9,2,6,0,4,1,0,0,47,38,1
33,3,15166,13,13,0,10,0,4,1,0,0,47,38,1
21,2,15973,10,11,2,3,3,2,0,0,0,35,38,1
37,3,3672,12,8,0,6,0,4,0,116,0,44,38,1
32,2,19093,14,8,2,2,0,4,1,0,0,46,38,1
28,1,14642,9,11,2,7,0,3,1,0,0,39,34,1
13,2,25434,9,12,2,7,1,4,0,0,11,57,38,1
32,2,11946,9,14,2,7,0,4,1,0,0,47,38,1
27,4,10987,12,13,2,8,0,4,1,0,0,39,38,1
21,1,570,11,8,2,6,1,4,0,17,0,51,38,1
37,2,4326,8,10,2,2,0,4,1,0,0,39,38,1
11,2,7976,2,7,2,12,0,4,1,0,0,39,38,1
37,3,25256,8,10,2,10,0,4,1,0,0,47,38,1
25,2,17062,10,13,2,8,0,4,1,0,0,49,38,1
14,2,18306,10,10,2,3,0,4,1,0,0,45,38,1
39,2,6581,9,10,2,7,0,4,1,102,0,41,38,1
28,2,17344,10,9,2,5,2,4,0,0,0,39,38,1
13,2,26063,14,9,2,3,0,4,1,0,0,49,38,1
38,3,4887,11,12,2,9,0,4,1,0,0,40,38,1
18,2,925,15,9,2,4,0,4,1,0,0,47,38,1
16,3,24768,7,11,2,4,0,4,1,0,0,50,38,1
23,1,24120,10,14,2,7,0,3,1,0,0,39,38,1
12,2,20195,9,11,3,11,0,4,1,0,20,39,38,1
37,2,1315,10,9,2,1,0,4,1,0,0,42,38,1
43,2,15327,9,10,2,2,0,4,1,0,0,42,38,1
17,2,12729,9,12,4,4,1,3,0,101,0,45,38,1
9,2,12434,8,11,2,5,2,4,0,67,0,44,38,1
14,2,8960,10,8,2,2,0,4,1,0,0,48,38,1
17,2,18401,9,12,2,7,0,4,1,0,0,42,38,1
20,2,14373,10,11,2,4,1,4,0,93,0,46,38,1
36,2,10975,11,9,2,3,0,4,1,0,0,45,38,1
33,1,9271,12,13,2,9,0,4,1,109,0,43,38,1
33,2,10660,9,12,2,9,0,4,1,0,0,39,38,1
41,0,6506,11,8,2,2,0,4,1,0,50,39,38,1
41,3,5233,10,11,2,3,0,4,1,93,0,55,38,1
31,3,5430,8,11,2,2,0,4,1,118,0,49,38,1
33,2,17707,9,10,0,2,2,4,1,0,0,39,38,1
20,2,16490,12,8,2,5,0,4,1,0,0,39,38,1
11,4,6833,14,10,2,2,2,4,1,0,0,51,38,1
20,3,599,14,8,2,0,4,4,0,0,0,21,38,1
31,3,19485,12,13,3,7,0,4,1,0,0,37,38,1
34,3,919,11,8,2,3,0,4,1,0,50,58,38,1
22,1,20862,8,11,2,10,0,2,1,95,0,46,38,1
27,1,7309,12,11,1,7,0,2,1,0,0,37,38,1
24,2,23478,11,10,2,7,1,4,0,93,0,48,38,1
18,2,15557,12,8,2,9,0,3,1,93,0,50,38,1
16,2,10481,12,8,3,7,1,2,1,100,0,36,19,1
41,2,10229,0,5,2,2,0,4,1,0,0,39,38,1
16,2,26104,10,8,2,4,0,4,1,0,0,41,38,1
29,2,10002,11,8,1,6,0,4,1,0,0,41,38,1
32,2,2538,11,12,2,8,4,4,0,0,0,39,38,1
34,2,9075,11,8,2,6,0,4,1,0,0,39,38,1
18,3,26142,8,11,3,7,0,3,1,0,0,46,38,1
28,2,18727,9,10,0,2,2,4,0,99,0,45,38,1
28,2,24166,13,9,2,7,0,4,1,0,0,49,38,1
15,2,6425,9,11,2,3,0,4,1,0,50,53,38,1
17,2,16086,14,9,2,3,0,4,1,0,0,53,38,1
19,3,5634,11,12,2,4,0,4,1,0,0,65,38,1
14,4,12369,13,8,2,2,2,4,1,0,0,65,38,1
33,2,9996,8,10,2,1,0,4,0,101,0,39,38,1
31,2,3583,9,10,2,5,0,4,1,0,55,49,38,1
26,4,9869,11,8,0,2,3,4,0,0,0,39,38,1
28,2,21778,11,10,2,4,2,4,0,0,0,39,38,1
26,2,7158,11,10,2,11,0,4,1,0,0,53,38,1
24,2,25266,14,9,2,0,4,2,0,0,7,38,38,1
29,4,17956,11,9,2,1,3,4,0,0,0,42,38,1
30,2,13890,11,9,2,2,0,4,1,91,0,42,38,1
29,1,7339,15,9,2,10,0,4,1,0,0,38,38,1
37,2,16503,9,11,2,8,0,4,1,0,0,39,38,1
21,2,10040,11,8,2,11,0,4,1,0,0,57,38,1
22,3,11314,8,10,0,5,0,4,0,103,0,66,38,1
12,2,11171,11,12,2,9,2,4,0,0,50,48,38,1
29,2,24482,11,8,2,3,0,3,1,0,0,39,38,1
15,2,12988,8,9,0,11,0,4,1,0,0,49,38,1
36,2,2466,10,8,2,0,0,4,1,90,0,48,38,1
38,1,21871,15,9,2,0,5,3,0,0,0,36,38,1
16,2,6918,8,11,3,10,0,4,1,0,0,39,38,1
25,4,735,9,12,2,5,0,4,1,0,0,40,38,1
20,3,13819,11,12,3,10,0,3,0,0,0,49,38,1
38,2,584,9,10,2,6,0,4,1,0,0,39,38,1
21,1,16768,13,10,1,6,0,4,0,0,0,54,38,1
24,2,17381,13,9,2,4,0,4,1,0,0,39,17,1
35,2,13617,10,8,2,6,0,4,1,0,0,38,38,1
32,0,3586,9,12,1,5,0,4,1,0,0,45,38,1
16,2,22588,10,11,3,7,0,4,1,0,0,47,38,1
24,2,4847,10,12,2,3,0,4,1,0,0,52,38,1
43,2,4536,10,15,2,9,0,4,1,0,0,53,38,1
33,2,18438,9,12,2,2,0,3,0,0,50,55,8,1
16,1,15715,15,9,0,6,3,4,0,0,0,54,38,1
44,2,24040,11,12,1,7,0,4,0,85,0,47,38,1
38,3,965,10,8,2,4,0,4,0,0,0,60,38,1
27,1,16183,15,9,2,11,0,4,1,0,0,64,38,1
29,1,11763,8,10,1,4,0,4,1,99,0,43,38,1
35,1,4142,12,14,2,7,0,1,1,120,0,39,31,1
13,2,15830,13,8,2,4,0,4,1,0,0,36,38,1
31,3,18015,9,12,2,10,0,4,1,0,9,55,38,1
21,2,15632,11,12,2,10,0,4,1,0,52,48,38,1
33,2,25739,12,14,2,4,0,4,1,0,0,42,38,1
22,2,6966,12,9,3,9,0,2,1,80,0,41,38,1
13,3,14362,10,9,2,10,0,4,1,0,0,47,38,1
27,2,5066,10,12,2,10,0,4,1,0,0,40,38,1
23,1,6467,10,12,3,9,2,4,0,0,23,41,38,1
17,2,14281,14,8,3,0,2,4,1,0,0,39,38,1
25,2,844,12,9,0,4,2,4,1,0,0,39,38,1
35,2,2857,12,13,2,9,0,1,1,70,0,40,19,1
23,1,19165,8,10,2,8,0,2,1,0,0,39,38,1
24,2,5342,7,10,2,3,0,4,1,98,0,48,38,1
21,2,12396,15,9,2,8,0,4,1,0,0,39,38,1
28,3,7151,14,13,2,9,0,4,1,0,0,39,38,1
32,2,4512,14,14,2,5,0,1,1,0,42,39,25,1
37,2,22743,15,9,2,2,4,4,0,0,0,39,38,1
29,2,13469,8,9,0,0,2,4,0,0,0,49,38,1
41,2,10504,9,12,2,2,0,4,1,0,0,59,38,1
33,2,22307,14,9,2,11,0,1,1,0,0,48,38,1
17,2,22887,9,11,3,3,0,4,1,0,0,39,38,1
19,2,9759,9,10,2,3,0,3,1,0,50,51,36,1
17,2,15479,10,12,2,5,2,4,0,0,0,51,38,1
24,3,17107,14,8,2,3,0,4,1,96,0,58,38,1
24,2,6431,11,9,0,8,0,4,1,0,0,55,38,1
27,3,11591,13,10,1,5,0,4,1,0,0,45,38,1
23,2,19017,10,9,2,4,0,2,1,0,0,38,38,1
16,1,17026,11,8,2,10,0,4,1,0,0,54,38,1
23,2,9016,12,10,2,6,0,1,1,0,0,39,38,1
37,3,24371,15,9,1,10,0,4,1,0,0,53,38,1
37,2,11836,11,8,2,7,0,4,1,96,0,42,38,1
25,1,2310,10,12,2,4,0,4,1,0,0,52,38,1
18,2,5893,14,9,3,3,0,4,1,0,0,37,38,1
15,2,1200,12,8,2,5,0,4,1,0,0,53,38,1
26,3,18494,14,8,2,6,0,4,1,0,0,39,38,1
23,1,26516,13,13,2,2,0,4,1,81,0,39,26,1
33,2,1034,13,8,2,6,0,4,1,0,0,39,38,1
22,3,840,8,9,2,4,0,4,1,0,0,59,38,1
18,2,11237,14,10,2,4,3,4,0,103,0,55,38,1
31,4,12484,14,8,2,9,0,4,1,0,0,39,38,1
23,2,9083,10,9,2,3,0,4,1,0,12,42,38,1
13,2,1091,9,12,2,8,0,4,1,0,0,56,38,1
31,2,6912,15,9,2,7,0,4,1,0,0,36,38,1
33,0,1875,10,8,2,8,0,4,0,0,0,35,38,1
33,2,16155,13,12,2,7,0,3,1,0,63,56,38,1
41,2,8850,14,9,2,3,0,3,1,108,0,45,35,1
37,0,4039,11,10,2,10,5,4,0,0,0,36,38,1
28,2,2969,12,9,2,4,3,4,0,0,0,39,38,1
19,2,9490,9,10,2,5,0,4,1,0,0,49,38,1
11,2,26530,8,10,2,6,0,4,1,0,0,39,38,1
17,2,11329,13,9,2,7,3,4,0,93,0,26,38,1
33,3,2467,14,9,2,6,0,4,1,0,0,23,38,1
21,2,22277,12,10,1,10,0,4,1,90,0,39,38,1
37,2,13037,9,12,2,10,0,4,1,0,0,39,38,1
37,2,24844,11,12,2,4,0,4,1,0,58,57,23,1
34,0,15182,14,10,2,2,0,4,0,0,24,44,38,1
38,3,13732,9,10,2,7,0,3,1,86,0,39,38,1
18,3,13076,9,8,2,3,0,4,1,51,0,39,38,1
23,2,16468,9,12,1,1,0,3,1,97,0,39,27,1
35,2,11050,8,9,2,10,0,4,1,0,0,33,38,1
22,2,766,11,8,2,12,0,4,1,93,0,47,38,1
30,1,14503,9,9,2,6,0,2,1,0,0,39,38,1
17,1,26532,9,12,2,3,2,4,0,94,0,41,38,1
16,2,8578,14,14,2,9,0,4,1,0,0,43,38,1
18,2,18533,15,9,2,8,2,4,0,0,0,41,38,1
34,2,12196,12,11,2,6,0,4,1,0,0,46,38,1
25,2,4257,9,10,2,6,0,4,1,0,0,42,38,1
22,2,7536,10,11,2,9,0,4,1,96,0,39,38,1
25,2,3608,10,11,2,5,0,4,1,96,0,39,38,1
45,2,521,12,13,1,9,0,4,1,0,0,48,38,1
13,3,22041,10,14,2,9,0,4,1,0,10,34,38,1
18,2,6207,8,9,2,2,0,4,1,0,0,39,38,1
23,2,23597,14,8,2,10,0,4,1,0,0,54,38,1
28,3,7151,14,12,2,10,0,4,1,0,0,39,38,1
16,2,10498,15,9,2,3,0,3,1,93,0,39,38,1
33,2,1188,11,8,0,2,0,4,1,0,0,39,38,1
19,2,19719,12,13,2,7,0,4,1,0,0,53,38,1
9,1,4702,9,12,2,3,5,4,0,0,0,42,38,1
32,1,20356,9,12,2,3,0,4,1,0,0,47,38,1
26,2,15790,3,7,3,10,0,2,1,102,0,39,38,1
32,2,19237,11,8,2,5,0,4,1,80,0,39,38,1
24,2,13874,9,10,2,2,0,4,1,0,0,39,38,1
26,2,9327,13,11,2,3,0,4,1,0,0,57,38,1
16,1,1111,9,12,2,10,0,4,0,0,0,48,38,1
19,2,19719,12,13,2,7,0,4,1,0,0,53,38,1
22,2,15914,11,12,1,9,4,4,0,0,0,39,38,1
33,2,8959,11,8,2,1,0,4,1,0,0,43,38,1
30,3,22736,9,12,0,3,3,4,0,0,0,58,38,1
25,4,7415,9,12,2,3,0,4,1,0,0,34,38,1
21,2,3987,8,11,2,7,0,4,1,0,0,41,38,1
33,3,25084,9,10,2,7,0,4,1,0,0,65,38,1
15,2,12437,9,12,2,11,3,4,0,0,0,41,38,1
27,2,16537,13,13,0,8,3,4,1,115,0,35,38,1
18,2,17766,10,9,1,4,1,4,1,93,0,42,38,1
17,1,12593,14,9,3,9,0,4,1,0,0,49,38,1
38,2,17399,11,8,0,13,0,3,1,0,0,44,38,1
27,2,10919,9,12,2,2,0,4,1,0,50,53,38,1
17,3,767,11,8,0,2,0,4,1,0,0,59,38,1
42,1,9807,13,10,1,5,0,4,0,0,0,39,38,1
43,2,4513,10,14,2,2,0,1,1,0,0,39,35,1
20,1,5484,8,11,1,9,0,4,0,0,0,54,38,1
32,3,11831,10,8,2,3,0,4,1,97,0,48,38,1
24,2,11751,10,8,2,3,0,4,1,0,0,39,38,1
19,3,9960,8,5,2,3,0,4,1,0,0,41,38,1
30,2,3526,11,12,2,8,0,4,1,91,0,53,38,1
28,2,24263,11,8,2,3,0,1,1,0,0,39,38,1
26,2,23231,14,9,2,10,0,4,1,80,0,59,38,1
38,3,21117,9,13,2,3,0,4,1,0,0,43,38,1
14,1,12497,12,8,2,8,0,4,1,0,0,45,38,1
30,1,1898,12,9,3,11,3,4,0,100,0,39,38,1
25,2,2541,9,11,2,8,0,4,1,0,0,39,38,1
32,3,7918,12,14,1,6,1,4,1,109,0,44,38,1
22,2,25342,9,12,2,9,2,4,0,0,32,57,38,1
25,4,4601,9,12,2,3,0,4,1,0,0,47,38,1
27,3,9923,11,8,0,3,0,4,1,86,0,45,38,1
24,2,4847,11,12,2,3,0,4,0,0,0,49,38,1
14,2,10078,15,9,2,2,0,4,1,0,0,39,38,1
29,2,4914,11,8,2,6,0,4,1,0,0,52,38,1
23,2,758,10,8,2,11,0,4,1,94,0,46,38,1
17,3,25355,9,10,3,9,0,4,1,0,0,49,38,1
15,2,22668,9,9,2,2,0,4,1,0,0,45,38,1
23,2,16002,9,10,2,7,0,4,1,0,0,39,38,1
11,2,6824,9,12,2,3,0,4,1,0,48,41,38,1
28,0,11357,9,11,3,0,0,4,1,0,0,54,38,1
30,1,25569,11,13,2,5,0,4,0,0,0,43,38,1
14,4,8099,11,10,2,7,0,4,1,0,0,62,38,1
27,2,284,14,8,2,7,0,4,1,0,0,39,38,1
26,3,16928,9,12,2,3,0,4,1,0,0,59,38,1
22,1,20661,14,14,2,9,0,4,1,0,0,52,38,1
42,1,16936,11,8,2,12,0,4,1,0,0,50,38,1
33,2,4175,11,8,2,2,0,4,1,0,0,39,38,1
28,3,8261,13,10,2,7,0,4,1,0,0,26,38,1
26,2,8328,12,13,2,8,0,1,1,0,0,36,24,1
31,2,23395,9,10,2,4,0,4,1,103,0,39,38,1
37,2,9279,12,8,2,12,0,4,1,0,0,56,38,1
39,2,16128,12,8,2,7,0,4,1,0,0,47,38,1
22,2,5935,12,10,2,5,0,4,1,0,50,39,38,1
30,2,17264,9,12,2,3,0,4,1,0,54,68,38,1
27,2,13306,8,5,2,8,2,4,0,0,0,39,39,1
43,2,13628,11,12,2,3,0,4,1,0,0,50,38,1
29,1,13804,10,9,2,2,4,2,0,0,0,39,38,1
24,2,16054,14,9,2,9,0,4,1,0,0,39,38,1
50,2,8716,6,9,2,6,0,4,1,99,0,49,38,1
17,2,22443,10,8,2,3,0,4,1,0,0,57,38,1
22,0,13813,11,10,2,5,0,4,1,0,48,55,38,1
20,2,7043,9,12,2,4,1,2,0,96,0,49,34,1
37,2,5823,10,9,2,2,0,4,1,0,0,46,20,1
35,2,21666,9,12,0,10,0,4,0,106,0,45,38,1
17,2,17939,7,11,2,4,1,4,0,0,0,40,38,1
22,2,13168,11,8,2,2,0,4,1,0,50,62,38,1
14,4,12497,14,9,2,2,0,4,1,0,0,34,38,1
35,2,11786,9,10,0,6,0,4,1,103,0,52,38,1
22,1,12960,10,9,2,5,0,4,0,0,0,41,38,1
16,3,19763,4,2,2,2,0,4,1,0,0,48,38,1
16,2,13228,10,11,2,3,0,4,0,0,0,39,38,1
28,1,25225,12,10,2,10,0,2,1,104,0,76,38,1
21,2,3864,8,11,2,8,0,4,1,0,0,41,38,1
22,2,6423,14,8,1,11,0,4,1,0,0,50,38,1
22,2,23597,9,11,2,2,0,1,0,0,0,55,38,1
36,2,17216,14,9,2,11,0,3,1,98,0,39,38,1
13,2,10384,9,12,2,8,0,4,1,95,0,48,38,1
31,3,7339,14,9,2,10,0,4,1,0,0,37,38,1
34,1,14478,11,12,2,6,0,4,1,0,0,49,38,1
23,2,18429,6,6,2,10,1,4,1,0,0,39,38,1
42,2,21974,9,12,2,9,0,4,1,0,0,43,38,1
22,2,8133,12,12,5,7,1,4,0,105,0,35,38,1
30,2,16816,12,12,3,4,0,4,1,0,0,42,38,1
24,3,22292,12,13,2,9,0,4,1,0,0,52,38,1
18,4,19253,9,11,2,0,4,2,0,0,0,44,38,1
27,2,23871,11,10,0,10,0,4,1,91,0,43,38,1
18,2,19438,10,8,2,7,0,4,1,0,0,39,38,1
16,2,4223,13,11,0,10,0,2,1,80,0,44,38,1
21,1,4646,11,9,2,2,0,4,1,0,0,39,38,1
11,2,4554,8,10,3,2,3,4,1,0,0,39,38,1
25,2,14752,8,11,0,2,0,4,1,0,0,47,38,1
29,2,18229,12,13,2,9,0,4,1,115,0,56,24,1
18,2,8161,10,9,2,3,0,4,0,0,62,40,38,1
31,3,690,10,12,2,7,0,4,1,0,0,46,38,1
36,2,5184,10,8,2,11,0,4,1,0,0,39,38,1
16,2,10505,12,8,2,4,0,4,1,0,0,45,38,1
20,4,11329,9,9,2,6,0,4,1,110,0,57,38,1
27,2,13961,12,13,0,3,0,4,1,0,0,55,38,1
30,2,14026,12,8,2,9,0,4,1,0,0,42,38,1
35,2,25720,12,13,2,3,0,3,0,0,0,43,38,1
27,1,7309,9,12,2,10,0,3,1,0,0,38,38,1
16,2,21509,8,10,2,11,2,4,0,0,0,29,38,1
37,1,15046,9,10,2,6,0,4,1,0,0,39,38,1
22,2,12396,14,9,2,9,0,4,1,0,0,39,38,1
41,4,8535,11,12,1,3,0,4,1,0,0,48,38,1
20,2,4635,12,13,2,9,5,4,0,110,0,37,38,1
67,1,18178,10,12,2,3,0,4,1,105,0,47,38,1
34,2,24757,10,11,2,5,0,4,1,114,0,48,38,1
26,2,11824,12,11,2,7,0,4,1,0,0,46,38,1
39,3,4349,9,10,2,9,0,4,1,0,0,39,38,1
17,1,16765,14,9,2,9,0,4,0,0,0,59,38,1
21,0,5010,10,13,3,9,0,0,0,0,0,59,38,1
32,2,328,11,12,1,8,0,4,1,111,0,71,38,1
23,2,482,11,10,2,4,2,4,0,101,0,35,38,1
34,2,21900,10,12,2,3,0,4,1,0,0,43,38,1
20,1,14242,7,11,2,11,0,3,0,0,0,48,38,1
21,1,23449,9,12,1,9,4,4,0,0,0,35,38,1
23,0,2950,11,8,2,8,0,1,1,0,0,53,38,1
35,2,8970,8,11,2,5,0,4,1,0,51,39,38,1
25,2,1960,11,8,0,3,3,3,0,0,0,39,36,1
42,3,15765,13,9,2,9,0,4,1,0,51,57,38,1
29,2,23806,11,13,2,9,0,3,1,109,0,53,29,1
18,2,1784,9,11,1,8,0,4,0,0,0,48,38,1
15,2,15737,9,8,2,11,0,2,1,109,0,41,38,1
24,1,21341,9,11,2,8,0,4,1,0,0,39,38,1
33,2,8155,3,7,2,10,0,1,1,0,0,39,0,1
29,2,9587,10,11,2,9,0,4,1,0,51,46,38,1
34,2,4145,11,9,2,4,0,3,1,0,0,39,33,1
15,1,18362,9,12,3,10,1,4,0,0,1,43,38,1
33,4,25260,10,14,2,9,0,4,1,0,0,39,38,1
39,2,13208,10,8,2,4,0,4,1,0,0,43,38,1
34,2,6458,12,13,3,9,1,4,1,0,0,56,38,1
24,3,21493,9,10,2,9,0,4,1,77,0,48,38,1
19,0,1107,12,13,2,9,3,4,0,0,0,39,38,1
19,4,13301,10,13,0,7,0,4,0,0,0,39,38,1
10,2,16973,9,11,2,8,4,4,0,93,0,44,8,1
24,0,15987,9,12,2,2,0,4,1,93,0,39,38,1
23,4,245,9,11,1,7,0,4,1,93,0,46,38,1
34,2,20357,10,9,2,2,0,4,1,0,0,43,38,1
28,1,23342,10,12,2,5,0,4,1,94,0,46,38,1
23,2,11755,7,11,2,10,0,4,1,0,0,43,38,1
20,2,1890,10,14,2,8,0,4,1,0,0,93,9,1
30,1,4020,9,12,2,1,0,4,0,0,0,39,38,1
40,2,26662,14,9,2,10,0,3,1,0,0,46,38,1
22,1,16415,9,12,2,4,0,4,1,83,0,37,38,1
23,2,7415,8,10,0,8,1,4,1,104,0,47,38,1
25,2,24039,9,11,3,6,0,4,1,0,0,39,38,1
29,2,25139,12,10,1,11,1,4,1,0,0,51,38,1
27,3,19310,9,8,2,2,0,4,1,0,0,45,38,1
26,2,7602,9,12,2,7,0,4,1,0,0,49,38,1
44,4,5069,12,10,2,10,0,4,1,0,0,19,38,1
30,2,19853,11,12,2,8,0,3,1,0,0,34,38,1
35,2,7269,12,13,1,7,1,4,1,0,0,39,38,1
44,1,16205,12,11,2,4,0,4,1,0,0,38,38,1
20,2,23655,12,8,2,8,1,4,0,0,0,39,38,1
31,2,13249,13,9,2,0,3,4,0,0,0,39,38,1
36,4,9811,9,11,2,10,0,4,1,0,0,39,38,1
17,1,18083,9,10,2,9,0,4,1,0,0,39,38,1
15,2,15063,9,9,2,7,0,4,1,0,0,42,38,1
20,2,24139,10,12,2,10,0,4,1,0,72,45,38,1
24,0,24457,13,10,2,6,0,4,1,0,0,41,38,1
24,3,17268,9,12,2,4,0,4,1,0,0,52,38,1
40,2,6296,15,9,2,5,0,4,1,0,0,39,38,1
16,2,16984,9,12,0,9,0,4,1,111,0,39,38,1
29,1,17438,8,11,2,5,2,3,0,0,0,49,38,1
22,2,778,11,10,2,6,1,4,1,0,70,36,38,1
22,2,17120,11,12,2,9,0,4,1,0,0,42,38,1
20,2,17680,10,12,2,1,1,4,0,0,0,54,38,1
23,0,17516,10,8,2,3,0,3,0,0,0,41,38,1
16,2,11197,14,11,3,5,0,4,0,105,0,41,38,1
30,1,9435,15,9,2,7,0,4,1,0,0,39,38,1
40,2,25740,10,14,2,7,0,4,1,0,0,40,38,1
39,4,13597,9,12,4,8,2,4,0,0,0,39,38,1
18,2,972,15,9,2,3,0,4,1,0,0,39,38,1
16,2,5354,9,10,3,9,2,3,0,0,5,45,38,1
25,2,16056,13,8,2,8,1,3,0,0,0,38,38,1
21,1,21869,9,12,2,0,5,4,0,0,0,39,38,1
36,2,1673,10,9,2,10,0,4,1,0,0,39,38,1
22,2,12943,11,12,3,9,1,4,0,0,0,58,38,1
15,2,24334,13,8,2,5,0,4,1,113,0,49,38,1
22,2,24041,9,10,3,5,0,4,1,0,0,39,38,1
39,3,22778,11,8,2,11,0,4,1,0,0,39,38,1
18,2,7679,13,9,1,8,0,4,0,0,33,41,38,1
29,2,10850,11,10,2,6,0,4,1,0,0,44,38,1
26,2,3457,6,9,2,4,0,4,1,103,0,39,38,1
33,4,24715,10,14,2,9,0,4,1,0,0,68,38,1
14,2,16566,13,12,2,10,0,4,1,0,0,22,38,1
29,2,6677,11,8,2,2,0,4,1,93,0,39,38,1
23,2,6583,12,13,2,5,0,4,1,0,0,48,38,1
10,2,13681,10,12,2,5,1,2,0,0,0,47,38,1
25,2,15435,12,13,2,5,0,4,1,94,0,46,38,1
19,1,22769,10,9,2,3,0,4,1,0,0,41,38,1
36,2,12327,14,10,0,3,0,4,0,0,0,45,38,1
24,0,5409,14,9,0,9,3,4,0,0,0,40,38,1
29,1,23376,11,12,2,7,0,4,1,0,50,49,38,1
21,2,21417,9,11,2,9,0,4,1,93,0,45,38,1
23,2,10036,11,8,2,2,0,4,1,96,0,54,38,1
29,2,6998,9,12,2,2,0,4,1,0,0,43,38,1
20,2,23978,11,10,2,2,0,2,1,0,0,39,38,1
22,0,9530,10,11,2,2,0,3,1,0,54,39,38,1
25,1,6066,8,11,2,7,0,4,1,0,0,46,38,1
32,2,26449,10,9,2,5,0,4,1,0,0,32,38,1
25,3,8506,9,11,2,9,0,3,1,0,0,63,37,1
33,1,22724,12,10,3,6,1,4,0,0,0,39,26,1
19,3,15893,9,10,2,1,0,4,1,0,0,39,38,1
10,2,16772,9,12,3,3,1,4,0,0,0,56,38,1
32,2,7673,9,12,0,3,0,4,0,0,0,51,38,1
35,0,2673,13,12,0,9,0,4,0,0,0,46,38,1
31,1,12488,11,9,2,6,0,4,1,0,0,41,38,1
16,1,16283,10,8,2,9,0,4,1,0,0,40,38,1
25,2,21815,7,9,2,3,0,2,1,0,0,46,34,1
23,2,21503,12,13,2,7,0,4,1,0,0,41,38,1
38,2,25314,10,8,2,5,0,4,1,0,0,41,38,1
30,3,11303,8,10,0,3,0,4,0,102,0,58,38,1
26,3,11219,10,12,2,5,0,4,1,0,0,70,38,1
51,2,23734,9,11,2,8,0,4,1,0,69,39,38,1
39,3,12476,13,12,2,9,0,4,1,0,0,42,38,1
